PCardID,PName,Sex,Age
361127201601312499,王煊                ,1,4
361128194005064752,徐轶伦              ,1,80
361128197412204031,曲令锋              ,1,46
361128198801012919,曹加成              ,1,32
361128200308113919,苗英朝              ,1,17
36112820060527388X,杜晓红              ,0,14
361129193907223275,陈树新              ,1,81
361129198011132170,朱方方              ,1,40
361129198712302953,何洪富              ,1,33
361129199507180234,李欣欣              ,1,25
361130193308300713,裴昊渊              ,1,87
361130194211060236,王位达              ,1,78
361130194212201141,马素琴              ,0,78
361130194501231363,王君芬              ,0,75
361130194511152474,吴达                ,1,75
361130195607080617,杨良军              ,1,64
361130197506040797,吴会悦              ,1,45
361130198411020245,任志勤              ,0,36
361130199906080041,刘慧                ,0,21
361130200505072193,赵均                ,1,15
361130201204272663,范胡青              ,0,8
361130201703270611,毛雪意              ,1,3
361181195006113495,张奇伟              ,1,70
36118119630930113X,毛海丰              ,1,57
361181196610061251,胡伟俊              ,1,54
361181197910200422,吕蓉蓉              ,0,41
361181199110194617,李光菱              ,1,29
361181199301161762,刘静雯              ,0,27
361181200906120109,林英园              ,0,11
361181201512123029,戴雪萍              ,0,5
370102193009171435,邹昊                ,1,90
370102193108162649,康少兰              ,0,89
370102193310191099,俞伟东              ,1,87
370102195309011715,胡凯                ,1,67
370102195707144783,谭启梅              ,0,63
370102197012294514,魏俊阁              ,1,50
370102197312272712,万宝云              ,1,47
370102198710271517,周忠学              ,1,33
370102199201172267,丁力平              ,0,28
370102199205280505,苏敏敏              ,0,28
370102199404092638,孙建兄              ,1,26
370102201101022608,杨亚萍              ,0,9
370102201112221856,阴强                ,1,9
37010319330401050X,刘艳萍              ,0,87
370103193902141497,顾袁超              ,1,81
370103194004212526,侯旭平              ,0,80
370103194701260857,路云辉              ,1,73
370103195302180547,钟镁钰              ,0,67
370103195510202579,刘玉彪              ,1,65
370103195901303852,苏佳                ,1,61
370103196710290168,陈爱菊              ,0,53
370103199107114817,刘青华              ,1,29
370103199405220810,李占江              ,1,26
370103199509282231,谢翊毅              ,1,25
370103201411151356,张岳昌              ,1,6
370104193108214800,贾枫                ,0,89
370104193704263377,黄利科              ,1,83
370104194010011014,裘艳琰              ,1,80
370104194808302662,沈怡娟              ,0,72
370104196102232112,张江利              ,1,59
370104197601220727,陈孝芳              ,0,44
370104197810214796,朱铭斯              ,1,42
370104198311192515,雷大江              ,1,37
370104199802040633,罗兢                ,1,22
370104200812052115,钟珍荣              ,1,12
370104200903011204,卢秀媚              ,0,11
370105193110312887,许婷婷              ,0,89
37010519580505385X,沈哲                ,1,62
370105196710142168,卢金雨              ,0,53
370105197412021047,袁蓓                ,0,46
370105198308034993,傅建钢              ,1,37
370105199909080121,赵晴                ,0,21
370105200009240922,吴庆青              ,0,20
370105200711230695,杜全友              ,1,13
37011219340802155X,张扬                ,1,86
370112193607274007,季文梅              ,0,84
370112197103052724,余建平              ,0,49
37011219760322035X,王克群              ,1,44
370112197607160235,邱心治              ,1,44
370112197711280288,李明燕              ,0,43
370112197903304096,邵凯                ,1,41
370112197907202919,白晓亮              ,1,41
370112198208294759,张海风              ,1,38
370112199002033400,练秀慧              ,0,30
370112199502273996,雒小勇              ,1,25
37011220020225035X,曹培刚              ,1,18
370112201611071517,缪静谐              ,1,4
370113193109241233,周涵                ,1,89
370113194104144850,王钢                ,1,79
370113194211141778,刘永辉              ,1,78
37011319500405043X,梁秀明              ,1,70
370113195808031736,陈晓愉              ,1,62
370113197210200215,陈茂亚              ,1,48
370114193411022791,刘先峰              ,1,86
370114193806152814,张浩进              ,1,82
370114194612052174,魏华                ,1,74
370114194712100188,黄小勤              ,0,73
370114194810240459,夏滨                ,1,72
370114197304082244,柳青                ,0,47
370114198507131901,陶春妙              ,0,35
37011419871224004X,赵丽莉              ,0,33
370115199602224824,陈晓艳              ,0,24
370116195211084279,窦月连              ,1,68
370116195311072443,于文静              ,0,67
370116195402090567,宋小秀              ,0,66
370116195802242013,周秋亚              ,1,62
370117194703303310,许光卿              ,1,73
37011719571214167X,胡鹏                ,1,63
370117196108060499,周秉                ,1,59
370117198009010073,孙文                ,1,40
37011719830907065X,李伟荣              ,1,37
370117198407311293,叶立忠              ,1,36
370117198512124158,杨泽富              ,1,35
370117198706201895,阎佳葵              ,1,33
37011719911003500X,陈华美              ,0,29
370117199211070840,丰爱娟              ,0,28
370117200405231644,陈金平              ,0,16
370124193010284291,张星华              ,1,90
370124195103070419,徐银                ,1,69
370124196104142300,钱雯                ,0,59
370124196408264796,周建浩              ,1,56
370124196504112733,李进                ,1,55
370124197011201492,张转                ,1,50
370124197711123210,赵子健              ,1,43
370124198009114917,王石                ,1,40
370124199912262013,丁瑞华              ,1,21
370124201012072791,吴勇                ,1,10
370126193204020887,王玉苹              ,0,88
370126196304300433,伊书亮              ,1,57
370126197104134295,尤国建              ,1,49
370126198204153316,郑翠云              ,1,38
370126198606043320,陆静                ,0,34
37012619991112093X,周波                ,1,21
370126200609100191,姜涛                ,1,14
370126200902184478,张章鸿              ,1,11
37020219351102337X,乔国强              ,1,85
37020219430221035X,何飞洋              ,1,77
370202195402102254,贺应                ,1,66
370202197901244133,侍杨                ,1,41
370203193511210606,郭维红              ,0,85
370203194502214132,谭芊                ,1,75
370203195310180892,唐利                ,1,67
370203196112180992,覃佐成              ,1,59
370203197703301922,谢楠                ,0,43
370203197905281173,楼勇攀              ,1,41
370203198508153260,郭绍梅              ,0,35
370203200904030756,武强                ,1,11
370211194003091596,陈毓伟              ,1,80
37021119680608441X,沈冲                ,1,52
370211197009210270,李磊                ,1,50
370211197412163216,芦海新              ,1,46
370211197906110309,姚建芳              ,0,41
370211200203241446,朱亚平              ,0,18
370211200612232874,张玉鹏              ,1,14
370211201405261984,杨晓                ,0,6
370212195207174124,单建平              ,0,68
370212195502092199,郑奇军              ,1,65
370212197903171364,梁芳                ,0,41
370212200312104367,蔡雅丽              ,0,17
370213193903033082,杨宜秀              ,0,81
370213194401151585,徐士萍              ,0,76
370213194802282535,李育科              ,1,72
370213194804203415,陈敬朗              ,1,72
370213195810103714,施存周              ,1,62
370213197701120776,王国球              ,1,43
370213197810264779,吴茗希              ,1,42
37021319800613381X,刘征鸿              ,1,40
370213198709083070,饶晓明              ,1,33
370213201405313732,蔡靖中              ,1,6
370214197901034545,马晓丹              ,0,41
370214199310153971,徐世健              ,1,27
370214200606292693,袁来春              ,1,14
37021420081023495X,王振华              ,1,12
370215193504074736,蔡俊俊              ,1,85
370215195407222636,邓正兴              ,1,66
370215195801271401,金泽平              ,0,62
370215196711180885,陆春凤              ,0,53
37021519780903192X,周菁芳              ,0,42
370215198309094718,张运会              ,1,37
370215199002021535,钱成国              ,1,30
370281195910054776,洪一鸣              ,1,61
370281196404260547,王贤兰              ,0,56
37028119710321084X,唐文静              ,0,49
370281197105273131,吴潇                ,1,49
370281198802061315,史阳                ,1,32
370281201110131313,应雷                ,1,9
370283193109250097,易大勇              ,1,89
37028319380122184X,蔡庆娥              ,0,82
370283194004072276,谢俊                ,1,80
370283194304270653,王金华              ,1,77
370283194307163730,潘可钦              ,1,77
370283194607010453,姜亮                ,1,74
370283194801262937,张礼为              ,1,72
370283196505250711,杨华佳              ,1,55
370283196506261578,蒋洪                ,1,55
370283197412154637,刘启龙              ,1,46
370283197604032378,杨峥                ,1,44
370283197707263873,王泉烈              ,1,43
37028319780126029X,梁瑜                ,1,42
370283198406070896,姚健                ,1,36
370283198811074372,杨玉文              ,1,32
370283199109124450,周传彬              ,1,29
370283199412140971,郭喜军              ,1,26
370283199710210464,章海平              ,0,23
370283199801163632,林蔚                ,1,22
370285193911144104,王秋琴              ,0,81
370285194310270388,潘洁                ,0,77
370285195311080716,高建军              ,1,67
370285195712071941,全菊花              ,0,63
370285196006172803,郭兰芳              ,0,60
370285196805021155,王淑云              ,1,52
370285197908171599,孙代辉              ,1,41
370285198211174823,陶华英              ,0,38
370285198705110969,金以莉              ,0,33
370285198811103455,姜洋                ,1,32
370285198902181176,蒋文堤              ,1,31
370302196412081856,吴闽                ,1,56
370302198305233366,李静静              ,0,37
370302198605154299,张益飞              ,1,34
370302200506212713,吴文佳              ,1,15
370302200509020004,戚映丹              ,0,15
370303193207051132,宫婷鹤              ,1,88
370303193508271526,肖碧莲              ,0,85
370303194709162777,查磊                ,1,73
370303195910232815,胡广贤              ,1,61
370303197012203587,董碧莲              ,0,50
370303197308083676,吴亚                ,1,47
370303198812314706,钱赛红              ,0,32
370303200503090075,夏峰                ,1,15
370303200611274197,张月东              ,1,14
370303201010260691,潘志权              ,1,10
370304195007084728,廖秋梅              ,0,70
370304195012164255,姚仁见              ,1,70
370304196807154530,聂东元              ,1,52
370304197205082976,瞿阳                ,1,48
370304200501261930,王鸿宾              ,1,15
370304201001092530,刘万军              ,1,10
370304201201021411,罗国春              ,1,8
370304201708223477,陈维飞              ,1,3
37030519320115212X,闫戈平              ,0,88
370305193210101252,牟森                ,1,88
370305194509150088,赵书琴              ,0,75
370305194903203344,王美红              ,0,71
370305195803244119,陈林才              ,1,62
37030519660924067X,李秋根              ,1,54
370305197012081578,朱建成              ,1,50
370305197208261589,蒋连英              ,0,48
370305198910174690,杨志建              ,1,31
370305200305121814,马郁                ,1,17
370305200306271195,马金风              ,1,17
370305200711062610,陈作军              ,1,13
370306193206221100,陈旭倩              ,0,88
370306194108181947,郁红菊              ,0,79
370306195908093245,王锴楠              ,0,61
370306196110091050,崔峰                ,1,59
370306196502161089,窦婕                ,0,55
370306199001292674,贾俊爱              ,1,30
370306199404183261,张灵丽              ,0,26
370306200511084694,范旭东              ,1,15
370321196704243625,董琳                ,0,53
370321197105010197,杨旋                ,1,49
370321197501130932,张伟丰              ,1,45
370321197912150460,陈雪娟              ,0,41
370321198104051020,叶淑娴              ,0,39
370321198305213663,郑广楠              ,0,37
370321198909192218,任玉华              ,1,31
370321199408254155,周之韵              ,1,26
370321199702281832,周云鹏              ,1,23
370321200607062717,郑德旺              ,1,14
370322194008254512,叶晔                ,1,80
370322195402044753,泮思思              ,1,66
370322196412081093,明鑫                ,1,56
37032219650521123X,王文清              ,1,55
370322197510110016,熊伟                ,1,45
370322197906033459,孟怒云              ,1,41
370322198103191298,关锐良              ,1,39
370322199310240771,冷远祥              ,1,27
370322200405202669,季文艳              ,0,16
370323193706221410,脱少华              ,1,83
37032319430318295X,李存军              ,1,77
370323194507123679,曹荣                ,1,75
370323194911090186,徐嘉雯              ,0,71
370323195102153196,梁建                ,1,69
370323195201052796,朱用晖              ,1,68
370323195407142703,孙媛媛              ,0,66
370323195901201190,崔波                ,1,61
370323196911050204,刘宗霞              ,0,51
370323198810144550,董秋月              ,1,32
370323200005150878,肖振乾              ,1,20
370323200503141384,陈江红              ,0,15
370323201407183837,蒋长征              ,1,6
370402193505170673,彭胜                ,1,85
370402194002163759,廖佳禹              ,1,80
370402194512252858,甄晓文              ,1,75
370402196208212359,姚鉴生              ,1,58
370402197007304219,王中华              ,1,50
370402197802243259,王荣波              ,1,42
370402197903204822,饶敏                ,0,41
370402198512142358,刘晋予              ,1,35
370402199109032102,顾婷婷              ,0,29
370402199402270468,丁鑫雅              ,0,26
370402199701203679,左小刚              ,1,23
370402200002050795,朱建                ,1,20
370402200510023988,侯亚男              ,0,15
370403194107272034,朵文旭              ,1,79
370403194909124092,周超                ,1,71
37040319560520221X,方国新              ,1,64
370403196502192009,秦婕霏              ,0,55
370403197307230043,叶婧                ,0,47
370403198310110776,邓佳                ,1,37
370403198401183612,宋锡钢              ,1,36
370403198605063794,杨水生              ,1,34
370403198605152148,邱灵雅              ,0,34
370403199511124212,玄超                ,1,25
370403199808251108,魏琴英              ,0,22
370403199912242391,闫家安              ,1,21
370404196809041850,郭映龙              ,1,52
370404197709111107,张靖靖              ,0,43
370404198606202684,顾莉                ,0,34
370404200802133276,宋造林              ,1,12
370405194602143750,滕建设              ,1,74
370405195509081414,胡皇皇              ,1,65
370405195911031706,孙杏花              ,0,61
370405197612240873,吴新飞              ,1,44
370405201511050893,戴俞频              ,1,5
370406194801023440,庞玉蓉              ,0,72
370406195101241716,何沛云              ,1,69
370406195610013957,方城                ,1,64
370406196011044705,史慧芳              ,0,60
370406198808103695,向韬                ,1,32
370406199912244230,谢优优              ,1,21
370406201603292191,赵小龙              ,1,4
370481193007112935,梅强                ,1,90
370481193010031618,蒋兆华              ,1,90
370481193710174513,宛俊奇              ,1,83
370481195011052292,潘东杰              ,1,70
370481195204200220,雷淑娟              ,0,68
370481195801194076,高金明              ,1,62
370481196408193231,曹人优              ,1,56
370481197002262238,张举博              ,1,50
370481197608050029,岳一平              ,0,44
370481197910301212,陈锋杰              ,1,41
370481199811161735,黄柳聪              ,1,22
370481200505121941,叶传青              ,0,15
37048120130622490X,谭燕                ,0,7
370502193203292777,王玉坤              ,1,88
370502194401212525,侯文丽              ,0,76
370502195006233400,臧秋雯              ,0,70
370502195403203213,董传宝              ,1,66
37050219630313223X,徐香玉              ,1,57
370502197508031955,王海华              ,1,45
370502199409044290,王书保              ,1,26
370502200910130219,邱贤荣              ,1,11
370502201102033677,易际研              ,1,9
370503193603204242,王堂英              ,0,84
370503195803170859,楼旭波              ,1,62
370503195810294673,周伟刚              ,1,62
37050319890208292X,万国芳              ,0,31
370503201005172436,周珍宝              ,1,10
370503201108053560,赵小敏              ,0,9
370503201112230777,陈福杭              ,1,9
370505195603224536,林亚威              ,1,64
370505196408211195,张云祥              ,1,56
370505197106144059,林碧空              ,1,49
370505197811261592,李思源              ,1,42
370505198201212878,张水贵              ,1,38
370505198208212272,昆山市              ,1,38
370505198512094135,范微                ,1,35
37050519860111461X,吴声宏              ,1,34
370505198805103541,毛应秀              ,0,32
370505199404210770,廖成允              ,1,26
370505199607223520,包志虹              ,0,24
370505201708042323,董素琴              ,0,3
370522193502020750,多成玉              ,1,85
370522194407093059,邵肖华              ,1,76
370522194808092081,安娜                ,0,72
370522194902142241,曾美玲              ,0,71
370522194911174106,胡玉贞              ,0,71
370522195211221957,王靖弟              ,1,68
37052219640208104X,张致瑾              ,0,56
370522197503024911,刘钧超              ,1,45
370522197512011194,邱金荣              ,1,45
370522200504173067,王桂香              ,0,15
37052319310531345X,方宏生              ,1,89
37052319400701061X,张书权              ,1,80
370523195304110881,张瑞兰              ,0,67
370523196910181908,谢月珍              ,0,51
370523199404094338,潘玉龙              ,1,26
37052320000527445X,朱佩卿              ,1,20
37052320071112191X,卓文博              ,1,13
370523201012260974,余俊斌              ,1,10
370523201309161045,金桂珍              ,0,7
370523201503124117,姜建祥              ,1,5
370602194911162439,向超                ,1,71
370602197008250823,陆胡芳              ,0,50
37060219841230324X,谢海霞              ,0,36
370602200310134334,董镇宏              ,1,17
370611195303084466,雷敏仪              ,0,67
37061119750705329X,李桂荣              ,1,45
370611197801264397,张永伦              ,1,42
370611197811223361,晏妮                ,0,42
370611199403011895,张仙法              ,1,26
37061119940328093X,杨学勇              ,1,26
370611200307212211,黄良栋              ,1,17
370612193604082533,徐廷                ,1,84
37061219441205265X,张德好              ,1,76
370612194901112377,毛云浪              ,1,71
370612195901032216,张春山              ,1,61
370612196109121949,石朝霞              ,0,59
370612196502084099,章铃杰              ,1,55
370612197610220558,李建震              ,1,44
370612198311040957,胡继强              ,1,37
370612199908230635,王佩剑              ,1,21
37061220010526153X,陶杰                ,1,19
370612200403030262,金晓莺              ,0,16
370612200403060242,胡娉萍              ,0,16
370612200503170801,郭元真              ,0,15
370612201108031689,酉梦娣              ,0,9
370612201606242040,胡英                ,0,4
37061319300921135X,章伟明              ,1,90
370613194411123993,陈伟诚              ,1,76
370613194501221669,李佳楠              ,0,75
370613197112301896,韩伯根              ,1,49
370613197508083055,杨培霖              ,1,45
370613198811073751,张明刚              ,1,32
370613199307293362,胡春燕              ,0,27
37061319990811274X,孟莹莹              ,0,21
370613200003103553,柳俊                ,1,20
370634194005073232,沈传友              ,1,80
370634197002042565,刘妮娟              ,0,50
37063419780624439X,尹立阳              ,1,42
370634199505160888,朱林芸              ,0,25
370634199703082788,马尚敏              ,0,23
370634200202162275,仇百军              ,1,18
370681194107070010,王建忠              ,1,79
370681194202190045,吕鸿琼              ,0,78
370681194407253732,戴蓉辉              ,1,76
370681196809270112,卢俊杰              ,1,52
370681196903314644,胡毓敏              ,0,51
370681197801021693,吴方勇              ,1,42
370681198409051438,王钟                ,1,36
370681199103010371,平川                ,1,29
370681200509030271,高驭                ,1,15
370682193708171871,陈龙武              ,1,83
370682195402094542,刘玉珍              ,0,66
370682195603062846,殷小娟              ,0,64
370682195701270198,秦新春              ,1,63
370682196706053250,张昭儒              ,1,53
37068219720331058X,陈理丽              ,0,48
370682197406240921,韩玉琼              ,0,46
37068219920719030X,李东晓              ,0,28
370682199208150019,徐晓雷              ,1,28
370682199405194336,李学勇              ,1,26
370682199507100054,袁五水              ,1,25
370683194801263130,徐云宁              ,1,72
370683194804054254,高永卫              ,1,72
370683194908010774,陈玉成              ,1,71
370683195204084454,李方伍              ,1,68
370683196504212440,孟丹                ,0,55
370683197905130221,赵艳平              ,0,41
37068319830721004X,卢瑶瑶              ,0,37
370683198801014677,李端明              ,1,32
370683199010080285,李馨                ,0,30
370683199707160584,李敏丹              ,0,23
370683200204012825,吴贤芳              ,0,18
370683201201041158,徐锐                ,1,8
370684193206233123,陶丽丽              ,0,88
370684194503142118,竺通波              ,1,75
370684195001051157,阮豪杰              ,1,70
370684195811263469,王静                ,0,62
370684195911223616,赵春生              ,1,61
370684196409221871,张韬                ,1,56
370684198108304509,王素娟              ,0,39
370684199108240132,朱万军              ,1,29
370685193804231554,韩文鹏              ,1,82
370685194010251945,费东平              ,0,80
370685197003170374,柳秋林              ,1,50
370685197109180909,闫伟霞              ,0,49
370685197805204468,贾桂芝              ,0,42
370685198511024634,信玉                ,1,35
370685199507073497,肖晓蓬              ,1,25
370685199607264776,彭涌                ,1,24
370685201512023072,吴华特              ,1,5
370686194410311878,陈先安              ,1,76
370686195604191127,邓丽娜              ,0,64
370686195712311501,连伟平              ,0,63
370686196406272852,夏霖微              ,1,56
370686196910283788,冯丹琴              ,0,51
370686197403121797,张国森              ,1,46
370686198110230273,崔全章              ,1,39
370686198912011849,马昊英              ,0,31
37068619980131055X,宗茂坤              ,1,22
37068620170205081X,华祥                ,1,3
370686201704093346,霞凤                ,0,3
370687193409251646,马雄芬              ,0,86
370687194010110782,孙金燕              ,0,80
370687194306160455,屠风华              ,1,77
370687195210133617,朱洪达              ,1,68
370687196705052346,陈俊兰              ,0,53
370687199001304684,赵蕾                ,0,30
370687200602113985,吴聪雅              ,0,14
370702195203140984,苏秀娟              ,0,68
370702195208010601,吴小燕              ,0,68
370702195703052016,谢庚耀              ,1,63
370702196110012371,郑连滨              ,1,59
370702198905292302,苗海娇              ,0,31
370702200606022134,焦越                ,1,14
370703193104134578,孙长在              ,1,89
370703194506080562,张洁敏              ,0,75
370703196007291233,周群                ,1,60
370703197008273699,周根夫              ,1,50
370703198211281074,周麟                ,1,38
370703199308140854,王茂银              ,1,27
370703199505051156,殷俊                ,1,25
370703200203122065,尹丹丹              ,0,18
370704195407040988,姜海霞              ,0,66
370704195912213173,张世杰              ,1,61
370704196701160483,郑世芳              ,0,53
370704198905151879,张术春              ,1,31
370704200008301574,曾文军              ,1,20
370704201710064649,严艳萍              ,0,3
370705197209014354,蔡烨挺              ,1,48
370705197705020673,张解放              ,1,43
370705198406044303,谭小莲              ,0,36
370705198512200306,叶学敏              ,0,35
370705200107062317,黎毅彬              ,1,19
370705201412312233,吴建宁              ,1,6
37072419310811033X,赵书梁              ,1,89
370724193511233532,李影                ,1,85
370724193808024969,邱萌芬              ,0,82
370724194009234235,杨凯飞              ,1,80
370724195605090025,浦丽琴              ,0,64
370724195708312444,赵丽                ,0,63
370724197708064064,房巧花              ,0,43
370724200701020709,顾莹                ,0,13
37072420080308237X,刘泽生              ,1,12
370725193711252734,王明胜              ,1,83
370725194308141940,都京芳              ,0,77
370725196207050336,杨天翼              ,1,58
370725196805241255,陆祝源              ,1,52
370725196908303033,张九阳              ,1,51
370725199205120568,林樱花              ,0,28
370725201402260252,王双文              ,1,6
370781193304273205,吴珍丽              ,0,87
370781195403070154,项江龙              ,1,66
37078119660621380X,张宇喜              ,0,54
37078119810101066X,刘胜霞              ,0,39
370781199704102963,孙吉慧              ,0,23
370781200302133199,王维祥              ,1,17
370782193904082230,秦红瑞              ,1,81
370782194201144997,杜宜勇              ,1,78
37078219470122167X,杨荣见              ,1,73
370782196401260406,郑燕                ,0,56
370782199002071572,英艳荣              ,1,30
37078219930828065X,耿吉祥              ,1,27
370782201408163733,于宗奎              ,1,6
370782201504304516,杨正贵              ,1,5
370782201603023269,方露娟              ,0,4
370783193512214026,崔培艳              ,0,85
370783194204064673,王旭栋              ,1,78
370783196404031939,王小绵              ,1,56
370783196512023944,陈玉珍              ,0,55
370783196603250077,刘聚                ,1,54
370783197302162895,杨林                ,1,47
37078319740909129X,裘德新              ,1,46
370783198611263010,陆云忠              ,1,34
370783199402124238,杜福银              ,1,26
370783199404203204,师艳燕              ,0,26
37078319961116085X,谢杰镇              ,1,24
370783199806100291,徐雪峰              ,1,22
370783200811082003,陈深凤              ,0,12
370783201005180973,李华浩              ,1,10
370784193207292534,周晶辉              ,1,88
370784194310300963,蒋月君              ,0,77
37078419520324098X,拓晓静              ,0,68
370784195902103888,钟晓琳              ,0,61
370784200301120053,林宜逵              ,1,17
370784200612043809,杨云青              ,0,14
370784200701210787,余燕青              ,0,13
370785193704053338,童时国              ,1,83
370785193905082901,王桂燕              ,0,81
370785195504121550,杨运                ,1,65
370785196412231263,唐文琴              ,0,56
370785199312100737,秦吉明              ,1,27
370785200206221581,朱芬娜              ,0,18
370785200905281137,张建党              ,1,11
370785201102033644,罗宏平              ,0,9
370786193012044912,金林                ,1,90
370786196501131391,刘剑云              ,1,55
370786201102162469,刘亚莉              ,0,9
370811193201280337,王峻鹏              ,1,88
370811194204051112,陈朝晖              ,1,78
370811194703262918,韦宝兴              ,1,73
370811195905220534,张佳懂              ,1,61
370811196608034916,何雄                ,1,54
370811197306302254,黄加鸣              ,1,47
370811199403024806,薛晓                ,0,26
370811199803250714,章如云              ,1,22
370811201401264523,阮颖平              ,0,6
370812193511281147,贾玲                ,0,85
370812194502112362,冯嘉敏              ,0,75
370812194504172051,崔雄钊              ,1,75
370812194906114217,王凌                ,1,71
370812195406044595,温晓岳              ,1,66
370812195410211915,陶春风              ,1,66
370812196503263479,文栋                ,1,55
370812198601151971,宋巨栋              ,1,34
370812199712240189,张雪                ,0,23
370812200105013297,张建昭              ,1,19
370812201504021993,李汉烨              ,1,5
370826193512263571,陈瑜                ,1,85
370826194109162097,胡子炫              ,1,79
370826194505292694,李振波              ,1,75
370826196101032676,黄盛                ,1,59
370826196908312628,杨秋芸              ,0,51
370826197606180548,刘彦莲              ,0,44
370826197804163052,杜兴奇              ,1,42
370826197807242338,钟山                ,1,42
370826198701044434,张宁                ,1,33
370826199309044063,张慧                ,0,27
370826200908144176,曲冠方              ,1,11
370827193206162744,焦静                ,0,88
370827194602160921,林秀晶              ,0,74
370827194702211570,马涛                ,1,73
370827195802011116,战立胜              ,1,62
370827196406030803,黄晓荷              ,0,56
370827196811170041,鲁丽                ,0,52
370827197108251928,周书玲              ,0,49
370827200008063828,潘莉                ,0,20
370827200407042805,邓水莲              ,0,16
370827200504120051,江勇明              ,1,15
370828193204043270,易以锋              ,1,88
370828193911172258,蒲海林              ,1,81
370828197111124424,汤林芳              ,0,49
370828198510230747,王俊香              ,0,35
370828199811252354,王印                ,1,22
37082820130110233X,叶梦佳              ,1,7
370829193403250850,钱卫国              ,1,86
370829193806081684,金莎莎              ,0,82
370829194102233023,杨淑芳              ,0,79
370829194805143067,郑园园              ,0,72
370829196011263090,张英训              ,1,60
370829196603102119,许小伟              ,1,54
370829197911121789,吕慈仙              ,0,41
370829198801094905,陆健蓉              ,0,32
370829199609122632,龙小忠              ,1,24
370829199704171969,梁洁                ,0,23
370829200006180839,郑雅尹              ,1,20
370829200609111672,于永杰              ,1,14
370829200801173216,文泽源              ,1,12
370829201409143762,陈翠                ,0,6
370830193109232673,耿燕峰              ,1,89
370830193604124207,程君                ,0,84
37083019451209210X,潘秋红              ,0,75
370830194911242590,林潇                ,1,71
370830195507121812,陈守川              ,1,65
370830197305024925,吴冬菁              ,0,47
370830198509232851,蒋军                ,1,35
370830199703211143,黄翠琼              ,0,23
370830200311274618,汪路                ,1,17
370830201005204755,周勇                ,1,10
370831193101124551,赵桢                ,1,89
370831193712264756,陈昌杨              ,1,83
370831193808141750,唐金玉              ,1,82
370831194707053254,汪舒勋              ,1,73
370831198312071085,张进丽              ,0,37
370831199211150168,吴永梅              ,0,28
370831199504172117,李永                ,1,25
370831201211013454,梁蓝廷              ,1,8
370832194911290536,张舒中              ,1,71
370832197002212470,姚亚辉              ,1,50
370832197405214518,赵淑云              ,1,46
370881193609010911,张志云              ,1,84
370881195603132757,夏明博              ,1,64
37088119670507277X,钱春                ,1,53
370881200903072681,郭玉娟              ,0,11
370883194310113681,陈荣莹              ,0,77
370883194805293039,李向博              ,1,72
370883198107081336,刘双                ,1,39
370883199702222716,李树锋              ,1,23
370883199812180166,诸晓燕              ,0,22
370883200304183745,白文平              ,0,17
37090219390109151X,丁钊兴              ,1,81
370902194307210162,曹英妹              ,0,77
370902195210144298,梁介中              ,1,68
370902196109174905,彭小蓉              ,0,59
370902197412051064,叶常青              ,0,46
37090219890522495X,杨迎                ,1,31
370902199007024854,沈宠铭              ,1,30
370902199312042813,祁治                ,1,27
370911193012041850,杨少华              ,1,90
370911193908154030,叶茂勇              ,1,81
370911194310011056,邱经伦              ,1,77
370911195103161259,石平波              ,1,69
370911195108132756,陈本学              ,1,69
370911198010210553,王华                ,1,40
370911198312100931,王成柱              ,1,37
37091119980216131X,张晔                ,1,22
370911201510030676,王德文              ,1,5
370911201706291341,尹苏艳              ,0,3
370921193004302574,吴正宇              ,1,90
370921193309201432,许万江              ,1,87
370921194508012532,王华国              ,1,75
370921194812290924,赵爱梅              ,0,72
370921195810212230,李建朝              ,1,62
370921196203070896,仇伟贤              ,1,58
370921196906032351,周利军              ,1,51
370921200702184512,肖敬忠              ,1,13
370921201105041112,张万智              ,1,9
370923193401221324,王经萍              ,0,86
370923194108013467,汪娟                ,0,79
370923195003314671,寿淑屏              ,1,70
370923195212034254,解德聪              ,1,68
370923195312241760,高冉                ,0,67
370923197107154261,崔惠香              ,0,49
370982194007054876,辛宏举              ,1,80
370982194112074828,徐士芹              ,0,79
370982194802133354,毛丽荣              ,1,72
370982195712234973,单光继              ,1,63
370982197403312076,蓝伟光              ,1,46
370982198011013290,华朝                ,1,40
370982198512183933,付佳                ,1,35
370982198806143814,王俊宽              ,1,32
370982198812230877,刘洁群              ,1,32
37098220060522399X,吴恒                ,1,14
37098319310617279X,宋惠强              ,1,89
370983194111222362,黄利敏              ,0,79
370983194706252157,王旭东              ,1,73
370983198804040156,曹永双              ,1,32
370983198808103038,陈焱                ,1,32
370983198907080177,孙侃                ,1,31
370983199801302717,苏水治              ,1,22
370983200504080906,张浩敏              ,0,15
370983201012081288,丁楠                ,0,10
370983201607120880,佘小琼              ,0,4
370983201704280835,辛琦                ,1,3
371002194508073346,朱文萍              ,0,75
371002196412243653,王文元              ,1,56
371002196711183857,兰海波              ,1,53
371002199012133205,谷晓倩              ,0,30
371003193704103735,章玉柱              ,1,83
371003195906294153,薛邦贵              ,1,61
371003196412132589,田岚                ,0,56
371003199606033937,夏浩                ,1,24
371003200101063343,朱瑜婷              ,0,19
371082193212061634,林叶                ,1,88
371082195003091553,魏峰                ,1,70
37108219620426104X,鲁莹                ,0,58
371082197207102153,董鸿祥              ,1,48
371082200102040632,邱招治              ,1,19
371083193412283158,段放                ,1,86
